Phase I,Phase II,Random
,,-36.519203185047616
,,-36.519336389032986
,,-36.51947120004082
,,-36.51960763726828
,,-36.51974571993379
,,-36.51988548955993
,,-36.52002698871697
,,-36.52017023836251
,,-36.52031525974794
,,-36.52046207429521
,,-36.520610749183426
,,-36.52076128466752
,,-36.52091372653328
,,-36.521068098435734
,,-36.52122444767435
,,-36.521382822352166
,,-36.52154322457878
,,-36.52170572710461
,,-36.52187033293831
,,-36.52203711692807
,,-36.522206082758686
,,-36.52237730731652
,,-36.522550795277496
,,-36.522726625504696
,,-36.52290482873019
,,-36.523085436150225
,,-36.52326850463786
,,-36.52345406684896
,,-36.523642207185596
,,-36.52383293477811
,,-36.524026336152936
,,-36.52422244778601
,,-36.52442130672466
,,-36.52462297689157
,,-36.524827523848884
,,-36.525035014373074
,,-36.525245489622804
,,-36.52545899141612
,,-36.525675617212386
,,-36.52589541137402
,,-36.526118447118556
,,-36.52634479872238
,,-36.52657451449686
,,-36.52680767147655
,,-36.52704434851369
,,-36.52728462632996
,,-36.527528587214604
,,-36.527776286298604
,,-36.52802780881617
,,-36.52828324203207
,,-36.52854267511748
,,-36.528806199381286
,,-36.529073907955215
,,-36.529345865716266
,,-36.529622200163416
,,-36.52990297995405
,,-36.53018833743561
,,-36.530478345448685
,,-36.530773141432775
,,-36.53107280264159
,,-36.53137747206876
,,-36.53168726395553
,,-36.53200229514454
,,-36.532322684935195
,,-36.53264855598994
,,-36.53298003315363
,,-36.53331724457423
,,-36.533660355798816
,,-36.534009501876426
,,-36.53436482122675
,,-36.534726490857636
,,-36.53509465669174
,,-36.535469468325125
,,-36.53585111519776
,,-36.53623975483047
,,-36.53663554921518
,,-36.53703870104656
,,-36.537449418610514
,,-36.537867878204544
,,-36.53829429826299
,,-36.53872886483073
,,-36.539171807591536
,,-36.539623362401144
,,-36.54008377173714
,,-36.54055324441151
,,-36.54103203559927
,,-36.54152040688859
,,-36.54201862757674
,,-36.54252697436173
,,-36.543045731856914
,,-36.54357523555859
,,-36.544115744560806
,,-36.54466756850965
,,-36.54523106977593
,,-36.54580657701716
,,-36.54639447408511
,,-36.546995065127604
,,-36.547608800484255
,,-36.548236051812744
,,-36.54887720243104
,,-36.54953269354532
,,-36.55020298087008
,,-36.550888534142715
,,-36.55158983795354
,,-36.55230739192053
,,-36.55304171228369
,,-36.55379333143804
,,-36.554562798494715
,,-36.555350732634466
,,-36.55615772158795
,,-36.55698442506568
,,-36.5578314715841
,,-36.5586995644161
,,-36.559589432031714
,,-36.560501825824
,,-36.56143752590544
,,-36.56239739461597
,,-36.563382210178744
,,-36.56439295395721
,,-36.56543052481703
,,-36.56649585364413
,,-36.56759002520716
,,-36.56871410514904
,,-36.56986919769646
,,-36.571056448169855
,,-36.572277109308665
,,-36.57353248301553
,,-36.574823921468145
,,-36.57615282822378
,,-36.577520663541655
,,-36.578929011982325
,,-36.58037952484769
,,-36.58187391879836
,,-36.583413979827895
,,-36.5850016411339
,,-36.586638843728124
,,-36.5883277586817
,,-36.59007057352868
,,-36.59186964853905
,,-36.59372744525664
,,-36.59564653253808
,,-36.597629675207465
,,-36.599679761375434
,,-36.60179980700492
,,-36.60399305273518
,,-36.6062629752447
,,-36.608613126229116
,,-36.61104730894617
,,-36.613569603356794
,,-36.61618437769159
,,-36.61889602038767
,,-36.62170942252732
,,-36.62462972191833
,,-36.627662307697456
,,-36.630812945701145
,,-36.63408779768026
,,-36.63749334323558
