Phase I,Phase II,Random
,-29.670811920950634,-26.553720514962365
,-29.670897047135572,-26.555860804797486
,-29.670975684589337,-26.55798723891318
,-29.671048321440384,-26.56010134321488
,-29.671115418943433,-26.56220458822557
,-29.67117738609531,-26.564298469735302
,-29.671234618943522,-26.56638439536096
,-29.6712874753219,-26.56846377638231
,-29.6713362938337,-26.570538029440375
,-29.67138137207378,-26.572608562004525
,-29.671423001467556,-26.5746767218309
,-29.671461444890546,-26.576743835770046
,-29.671496943691242,-26.578811288933174
,-29.671529719447914,-26.580880420918593
,-29.671559986192822,-26.582952557882837
,-29.671587930268018,-26.58502900894094
,-29.671613730411458,-26.58711108132317
,-29.671637548902474,-26.589200155892364
,-29.67165954022075,-26.591297526634165
,-29.67167984130709,-26.59340453025435
,-29.671698583930656,-26.595522495792878
,-29.67171588708755,-26.597652759347717
,-29.671731860785062,-26.599796651344857
,-29.671746604225497,-26.601955557423114
,-29.67176021429643,-26.60413082993406
,-29.671772777984074,-26.606323858122646
,-29.67178437554175,-26.608536056314016
,-29.671795081784815,-26.610768851389142
,-29.67180496362905,-26.613023666283322
,-29.671814084335796,-26.615301956202924
,-29.671822504715724,-26.617605174565107
,-29.671830276339307,-26.619934919869817
,-29.671837447472335,-26.62229263482298
,-29.67184406841727,-26.624679954173125
,-29.671850177936328,-26.62709848744292
,-29.671855817836622,-26.62954986158443
,-29.671861021710818,-26.632035739320898
,-29.671865824117642,-26.634557803343103
,-29.67187025612393,-26.637117902518003
,-29.671874347175734,-26.63971778796222
,-29.671878123415766,-26.642359322489966
,-29.671881608275747,-26.645044399567315
,-29.671884824115267,-26.64777495332184
,-29.67188779134436,-26.65055303472543
,-29.67189052984942,-26.6533807522706
,-29.6718930572933,-26.656260179891756
,-29.671895390519076,-26.65919359630723
,-29.671897543510045,-26.66218318883873
,-29.67189952973921,-26.66523144038304
,-29.671901362989775,-26.668340647337484
,-29.671903054882165,-26.67151342276979
,-29.67190461594177,-26.674752369102098
,-29.67190605600993,-26.678060160634324
,-29.671907385583964,-26.681439554336176
,-29.671908612399125,-26.684893548497858
,-29.67190974439432,-26.68842506643318
,-29.67191078922713,-26.692037207892152
,-29.671911752889088,-26.69573326007772
,,-26.699516612401226
,,-26.70339076012918
,,-26.707359316369583
,,-26.711426007744684
,,-26.71559488573634
,,-26.71986992695143
,,-26.72425545715668
,,-26.72875593952624
,,-26.733375893518403
,,-26.738120317978872
,,-26.742994167396414
,,-26.748002681059177
,,-26.753151280071897
,,-26.758445703416637
,,-26.763892025428664
,,-26.769496397501047
,,-26.775265334041958
,,-26.781205584574295
,,-26.78732441561117
,,-26.793629086148655
,,-26.80012753693119
,,-26.806827737166664
,,-26.813738222339513
,,-26.82086786561901
,,-26.828226001967863
,,-26.835822336989295
,,-26.8436669413646
,,-26.85177040121349
,,-26.860143897821743
,,-26.868799019979804
,,-26.877747960165742
,,-26.887003393068614
,,-26.896578606733588
,,-26.906487430020913
,,-26.916744173461097
,,-26.92736408035623
,,-26.938362948917938
,,-26.94975714551417
,,-26.961563829129755
,,-26.973800982470777
,,-26.986487041608285
,,-26.999641257475965
,,-27.01328380184778
,,-27.027435464955474
,,-27.042117995200396
,,-27.057353601337304
,,-27.07316515509995
,,-27.089576687677738
,,-27.10661268003185
,,-27.12429804639519
,,-27.142658805080245
,,-27.161720850477128
,,-27.18151112025575
,,-27.20205680139397
,,-27.223384987666908
,,-27.245523150151385
,,-27.2684986794918
,,-27.29233860016643
,,-27.317069594957232
,,-27.34271734455715
,,-27.36930716663948
,,-27.396862353154667
,,-27.425405108785334
,,-27.454955403183504
,,-27.485530600457388
,,-27.517145538559404
,,-27.549811876511697
,,-27.583536677079874
,,-27.61832344987818
,,-27.654170725695735
,,-27.691071316073483
,,-27.729012274843445
,,-27.767974596337222
,,-27.807932113791235
,,-27.84885119863691
,,-27.890691247873498
,,-27.933403422431716
,,-27.976931267295875
,,-28.021210274018163
,,-28.066167625697688
,,-28.111723515033678
,,-28.15779102891787
,,-28.204276204662953
,,-28.251079714609133
,,-28.298097050026982
,,-28.345220050232736
,,-28.39233766507893
,,-28.43933722921544
,,-28.48610609133563
,,-28.53253243412192
,,-28.57850662395357
,,-28.623922717345696
,,-28.668679608691612
,,-28.712681727988855
,,-28.755840281077667
,,-28.798073750487323
,,-28.8393085188918
,,-28.879479482224834
,,-28.91853007953432
,,-28.956412638009247
,,-28.993087812283033
,,-29.028525117128687
,,-29.062702026648562
,,-29.09560362992794
,,-29.127222698478526
,,-29.157558552972738
,,-29.186616618371115
,,-29.214408240591297
,,-29.24094955407953
,,-29.26626134280877
,,-29.290368127767263
,,-29.31329787576986
,,-29.335081163213143
,,-29.355750959334262
,,-29.37534211145171
,,-29.393891047062304
,,-29.411434965055257
,,-29.42801195639194
,,-29.44366053610332
,,-29.458419318932474
,,-29.47232672607401
,,-29.485421074951354
,,-29.49773989788373
,,-29.509320273302883
,,-29.5201984140211
,,-29.530409708050197
,,-29.539988476717774
,,-29.54896810312213
,,-29.557380755753737
,,-29.565257443702166
,,-29.572628037040285
,,-29.579521172178463
,,-29.5859644074542
,,-29.591983956256552
,,-29.59760485016613
,,-29.602851032470582
,,-29.60774525780472
,,-29.61230911278117
,,-29.616563072910843
,,-29.620526590433876
,,-29.624218013852364
,,-29.627654752762567
,,-29.630853252215058
,,-29.63382892973889
,,-29.636596431043287
,,-29.639169504733506
,,-29.64156106018527
,,-29.64378320444561
,,-29.645847397955205
,,-29.647764347675654
,,-29.649544061188962
,,-29.651195970327993
,,-29.65272885576442
,,-29.65415098525936
,,-29.655470037582468
,,-29.65669326845652
,,-29.65782737917831
,,-29.658878669638817
,,-29.659852972319968
,,-29.660755793858243
,,-29.661592222372736
,,-29.662367013629304
,,-29.663084599795262
,,-29.663749100456958
,,-29.664364346614633
,,-29.664933912628676
,,-29.665461106389678
,,-29.66594903222885
,,-29.666400554084255
,,-29.666818339939116
,,-29.667204865852632
,,-29.667562436336738
,,-29.667893171366984
,,-29.668199062959165
,,-29.668481948254627
,,-29.668743541333985
